0 0.3314 0.3400 0.3286 
1 0.2119 0.4325 0.3556 
2 0.1418 0.4693 0.3889 
3 0.1043 0.4620 0.4337 
4 0.0882 0.4280 0.4838 
5 0.0811 0.3832 0.5357 
6 0.0842 0.3343 0.5815 
7 0.0955 0.2893 0.6152 
8 0.1048 0.2518 0.6434 
9 0.1183 0.2170 0.6647 
10 0.1336 0.1888 0.6776 
11 0.1483 0.1672 0.6845 
12 0.1674 0.1532 0.6794 
13 0.1881 0.1406 0.6713 
14 0.2079 0.1326 0.6595 
15 0.2311 0.1272 0.6417 
16 0.2549 0.1201 0.6250 
17 0.2737 0.1210 0.6053 
18 0.2901 0.1180 0.5919 
19 0.3064 0.1202 0.5734 
20 0.3181 0.1214 0.5605 
21 0.3349 0.1200 0.5451 
22 0.3459 0.1147 0.5394 
23 0.3609 0.1139 0.5252 
24 0.3727 0.1193 0.5080 
25 0.3771 0.1221 0.5008 
26 0.3854 0.1268 0.4878 
27 0.3917 0.1296 0.4787 
28 0.3988 0.1310 0.4702 
29 0.4084 0.1288 0.4628 
30 0.4152 0.1310 0.4538 
31 0.4197 0.1311 0.4492 
32 0.4241 0.1333 0.4426 
33 0.4283 0.1339 0.4378 
34 0.4332 0.1348 0.4320 
35 0.4350 0.1321 0.4329 
36 0.4442 0.1338 0.4220 
37 0.4499 0.1284 0.4217 
38 0.4529 0.1284 0.4187 
39 0.4561 0.1256 0.4183 
40 0.4527 0.1292 0.4181 
41 0.4515 0.1291 0.4194 
42 0.4584 0.1291 0.4125 
43 0.4672 0.1250 0.4078 
44 0.4643 0.1233 0.4124 
45 0.4742 0.1232 0.4026 
46 0.4742 0.1264 0.3994 
47 0.4702 0.1302 0.3996 
48 0.4744 0.1381 0.3875 
49 0.4762 0.1398 0.3840 
50 0.4774 0.1359 0.3867 
51 0.4823 0.1340 0.3837 
52 0.4870 0.1349 0.3781 
53 0.4875 0.1399 0.3726 
54 0.4854 0.1430 0.3716 
55 0.4804 0.1488 0.3708 
56 0.4792 0.1480 0.3728 
57 0.4808 0.1460 0.3732 
58 0.4829 0.1466 0.3705 
59 0.4873 0.1483 0.3644 
