0 0.3328 0.3343 0.3330 
1 0.3119 0.4583 0.2298 
2 0.2623 0.5643 0.1734 
3 0.2150 0.6436 0.1414 
4 0.1784 0.6949 0.1267 
5 0.1523 0.7233 0.1244 
6 0.1334 0.7348 0.1318 
7 0.1194 0.7348 0.1459 
8 0.1103 0.7276 0.1622 
9 0.1035 0.7139 0.1825 
10 0.0979 0.7004 0.2017 
11 0.0950 0.6839 0.2211 
12 0.0919 0.6668 0.2413 
13 0.0888 0.6500 0.2612 
14 0.0866 0.6327 0.2807 
15 0.0853 0.6154 0.2993 
16 0.0838 0.5982 0.3180 
17 0.0825 0.5823 0.3352 
18 0.0836 0.5644 0.3520 
19 0.0836 0.5499 0.3665 
20 0.0847 0.5341 0.3811 
21 0.0850 0.5206 0.3944 
22 0.0858 0.5070 0.4073 
23 0.0863 0.4967 0.4170 
24 0.0872 0.4846 0.4282 
25 0.0885 0.4741 0.4375 
26 0.0909 0.4633 0.4458 
27 0.0935 0.4523 0.4542 
28 0.0964 0.4447 0.4589 
29 0.1009 0.4362 0.4629 
30 0.1058 0.4258 0.4685 
31 0.1104 0.4179 0.4717 
32 0.1164 0.4091 0.4746 
33 0.1214 0.4014 0.4772 
34 0.1277 0.3935 0.4787 
35 0.1351 0.3875 0.4774 
36 0.1414 0.3837 0.4749 
37 0.1481 0.3780 0.4739 
38 0.1553 0.3743 0.4703 
39 0.1631 0.3712 0.4657 
40 0.1710 0.3675 0.4614 
41 0.1790 0.3656 0.4554 
42 0.1882 0.3651 0.4467 
43 0.1960 0.3634 0.4405 
44 0.2048 0.3636 0.4316 
45 0.2137 0.3643 0.4220 
46 0.2224 0.3649 0.4127 
47 0.2312 0.3664 0.4024 
48 0.2390 0.3673 0.3937 
49 0.2452 0.3699 0.3849 
50 0.2519 0.3725 0.3755 
51 0.2602 0.3758 0.3641 
52 0.2675 0.3796 0.3528 
53 0.2753 0.3843 0.3404 
54 0.2826 0.3885 0.3289 
55 0.2893 0.3932 0.3174 
56 0.2954 0.3980 0.3066 
57 0.3007 0.4039 0.2954 
58 0.3060 0.4097 0.2843 
59 0.3114 0.4151 0.2734 
60 0.3156 0.4216 0.2627 
61 0.3191 0.4267 0.2542 
62 0.3239 0.4315 0.2447 
63 0.3284 0.4364 0.2351 
64 0.3305 0.4427 0.2268 
65 0.3324 0.4495 0.2181 
66 0.3345 0.4551 0.2104 
67 0.3361 0.4622 0.2017 
68 0.3360 0.4697 0.1943 
69 0.3355 0.4763 0.1883 
70 0.3348 0.4825 0.1827 
71 0.3329 0.4887 0.1783 
72 0.3316 0.4946 0.1738 
73 0.3279 0.5018 0.1703 
74 0.3246 0.5081 0.1672 
75 0.3201 0.5160 0.1639 
76 0.3163 0.5229 0.1608 
77 0.3122 0.5289 0.1589 
78 0.3079 0.5341 0.1581 
79 0.3030 0.5396 0.1574 
80 0.2982 0.5442 0.1576 
